"","Path","Tour.Length","Fold","EAX.PAR10","EAX.PQR10","EAX.LOG.PAR10","EAX.LOG.PQR10","LKH.PAR10","LKH.PQR10","LKH.LOG.PAR10","LKH.LOG.PQR10"
"58","eax---lkh---sophisticated/1000-150.tsp",20.627,7,3.3519,3.088,1.2095,1.1275,108.8427,73.0485,4.6899,4.2911
"59","eax---lkh---sophisticated/1000-151.tsp",22.7831,2,3.4803,3.5145,1.2471,1.2569,36000,36000,10.4913,10.4913
"60","eax---lkh---sophisticated/1000-152.tsp",19.4576,6,3.3161,3.3285,1.1988,1.2025,18404.2814,36000,9.8203,10.4913
"61","eax---lkh---sophisticated/1000-153.tsp",21.0767,1,3.2332,3.2675,1.1735,1.184,21.05,17.0435,3.0469,2.8358
"62","eax---lkh---sophisticated/1000-154.tsp",21.1553,6,4.3316,3.45,1.4659,1.2384,20.0749,8.7825,2.9995,2.1728
"63","eax---lkh---sophisticated/1000-155.tsp",18.9617,1,3.5787,3.225,1.275,1.1709,22092.3188,36000,10.003,10.4913
"64","eax---lkh---sophisticated/1000-156.tsp",18.767,3,2.818,2.8665,1.036,1.0531,274.042,184.5285,5.6133,5.2178
"65","eax---lkh---sophisticated/1000-157.tsp",20.1008,6,5.4242,3.6115,1.6909,1.2841,32.5218,24.7775,3.4819,3.2099
"66","eax---lkh---sophisticated/1000-158.tsp",20.2321,4,4.5559,3.5265,1.5164,1.2603,64.4837,49.9335,4.1664,3.9107
"67","eax---lkh---sophisticated/1000-159.tsp",20.7319,5,3.3459,3.3335,1.2077,1.204,32748.0419,36000,10.3966,10.4913
"68","eax---lkh---sophisticated/1000-16.tsp",17.238,3,2.7247,2.668,1.0024,0.9813,774.5078,575.728,6.6522,6.3556
"69","eax---lkh---sophisticated/1000-160.tsp",19.9836,6,4.2486,3.099,1.4466,1.1311,4706.3287,1267.5245,8.4567,7.1448
"70","eax---lkh---sophisticated/1000-161.tsp",21.6656,4,4.1648,3.676,1.4267,1.3018,424.9304,362.155,6.0519,5.8921
"71","eax---lkh---sophisticated/1000-162.tsp",20.8784,8,4.3355,3.3415,1.4668,1.2064,25529.8376,36000,10.1476,10.4913
"72","eax---lkh---sophisticated/1000-163.tsp",19.7592,5,3.1516,3.168,1.1479,1.1531,191.4506,195.2455,5.2546,5.2743
"73","eax---lkh---sophisticated/1000-164.tsp",17.6739,4,4.3505,3.091,1.4703,1.1285,25709.8579,36000,10.1546,10.4913
"74","eax---lkh---sophisticated/1000-165.tsp",20.6984,3,3.2828,3.32,1.1887,1.2,17.7817,15.139,2.8782,2.7173
"75","eax---lkh---sophisticated/1000-166.tsp",21.8676,7,4.6052,3.508,1.5272,1.255,439.6342,488.239,6.0859,6.1908
"76","eax---lkh---sophisticated/1000-167.tsp",22.1991,8,3.8674,3.346,1.3526,1.2078,5381.3866,2281.4475,8.5907,7.7326
"77","eax---lkh---sophisticated/1000-168.tsp",21.6214,9,3.3167,3.31,1.199,1.1969,365.7734,280.406,5.902,5.6362
"78","eax---lkh---sophisticated/1000-169.tsp",18.1901,4,3.0103,3.033,1.102,1.1096,774.0971,393.9205,6.6517,5.9761
"79","eax---lkh---sophisticated/1000-17.tsp",20.7631,9,3.4315,3.4685,1.233,1.2437,139.4201,125.651,4.9375,4.8335
"80","eax---lkh---sophisticated/1000-170.tsp",21.189,2,3.3664,3.3,1.2138,1.1939,22347.8444,36000,10.0145,10.4913
"81","eax---lkh---sophisticated/1000-171.tsp",15.4725,8,2.7743,2.7915,1.0204,1.0266,866.0403,596.757,6.7639,6.3915
"82","eax---lkh---sophisticated/1000-172.tsp",20.7485,8,4.2027,3.627,1.4357,1.2884,54.564,23.939,3.9994,3.1755
"83","eax---lkh---sophisticated/1000-173.tsp",19.9291,5,3.159,3.1195,1.1503,1.1377,201.0766,150.2015,5.3037,5.012
"84","eax---lkh---sophisticated/1000-174.tsp",22.079,5,3.1373,3.251,1.1434,1.179,1561.9432,1362.1555,7.3537,7.2168
"85","eax---lkh---sophisticated/1000-175.tsp",19.5817,3,4.9725,3.4945,1.6039,1.2512,1522.7089,1986.751,7.3282,7.5943
"86","eax---lkh---sophisticated/1000-176.tsp",20.3766,5,2.8296,2.867,1.0401,1.0533,145.8045,121.661,4.9823,4.8012
"87","eax---lkh---sophisticated/1000-177.tsp",17.3042,4,2.8812,2.8735,1.0582,1.0555,1024.6612,887.156,6.9321,6.788
"88","eax---lkh---sophisticated/1000-178.tsp",20.8977,7,4.3953,3.3845,1.4805,1.2192,32693.6306,36000,10.3949,10.4913
"89","eax---lkh---sophisticated/1000-179.tsp",21.3196,10,3.7813,3.309,1.3301,1.1966,423.1331,412.7325,6.0477,6.0228
"90","eax---lkh---sophisticated/1000-18.tsp",19.4965,8,3.9409,3.2765,1.3714,1.1868,18980.7036,36000,9.8512,10.4913
"91","eax---lkh---sophisticated/1000-180.tsp",22.1861,7,3.5478,3.429,1.2663,1.2323,731.6231,742.8945,6.5953,6.6106
"92","eax---lkh---sophisticated/1000-181.tsp",16.5813,8,3.0209,3.0255,1.1056,1.1071,254.4128,228.7705,5.539,5.4327
"93","eax---lkh---sophisticated/1000-182.tsp",21.8453,8,5.6274,4.991,1.7276,1.6076,36000,36000,10.4913,10.4913
"94","eax---lkh---sophisticated/1000-183.tsp",19.2625,6,4.1379,3.3465,1.4202,1.2079,105.5145,95.5875,4.6588,4.56
"95","eax---lkh---sophisticated/1000-184.tsp",18.696,9,3.2081,3.072,1.1657,1.1223,608.6139,551.531,6.4112,6.3127
"96","eax---lkh---sophisticated/1000-185.tsp",21.5309,1,3.3943,3.4355,1.2221,1.2342,2.8859,2.5895,1.0598,0.9515
"97","eax---lkh---sophisticated/1000-186.tsp",21.9363,3,3.7566,3.8185,1.3235,1.3399,4192.2087,743.1545,8.341,6.6109
"98","eax---lkh---sophisticated/1000-187.tsp",21.3466,4,3.6615,3.2015,1.2979,1.1636,21.1322,18.162,3.0508,2.8993
"99","eax---lkh---sophisticated/1000-188.tsp",21.3488,6,3.3211,3.2055,1.2003,1.1649,295.9151,198.1695,5.6901,5.2891
"100","eax---lkh---sophisticated/1000-189.tsp",21.2569,5,5.5406,4.6025,1.7121,1.5266,149.1148,101.8195,5.0047,4.6232
"101","eax---lkh---sophisticated/1000-19.tsp",21.607,5,5.0393,3.712,1.6173,1.3116,410.6576,288.4875,6.0178,5.6647
"102","eax---lkh---sophisticated/1000-190.tsp",19.6063,7,2.9134,2.978,1.0693,1.0913,58.7551,44.259,4.0734,3.7901
"103","eax---lkh---sophisticated/1000-191.tsp",19.8584,10,3.0099,3.008,1.1019,1.1013,4524.4247,917.9345,8.4172,6.8221
"104","eax---lkh---sophisticated/1000-192.tsp",19.1938,4,3.465,3.0975,1.2427,1.1306,815.0007,741.673,6.7032,6.6089
"105","eax---lkh---sophisticated/1000-193.tsp",19.9483,1,2.7498,2.752,1.0115,1.0123,25527.1628,36000,10.1475,10.4913
"106","eax---lkh---sophisticated/1000-194.tsp",21.0855,10,3.3083,3.425,1.1964,1.2311,11.2645,8.4915,2.4217,2.1391
"107","eax---lkh---sophisticated/1000-195.tsp",20.7532,9,3.3546,3.373,1.2103,1.2158,18866.7799,36000,9.8452,10.4913
"108","eax---lkh---sophisticated/1000-196.tsp",19.4295,8,3.0218,3.0905,1.1059,1.1283,1189.5153,893.7735,7.0813,6.7955
"109","eax---lkh---sophisticated/1000-197.tsp",21.2879,7,4.0587,3.483,1.4009,1.2479,94.4819,67.1715,4.5484,4.2072
"110","eax---lkh---sophisticated/1000-198.tsp",20.8053,9,3.6036,3.036,1.2819,1.1105,7.2793,4.7675,1.985,1.5618
"111","eax---lkh---sophisticated/1000-199.tsp",20.8029,9,2.7818,2.8315,1.0231,1.0408,29121.9162,36000,10.2792,10.4913
"112","eax---lkh---sophisticated/1000-2.tsp",20.6547,8,3.3405,3.309,1.2061,1.1966,18726.2983,36000,9.8377,10.4913
"113","eax---lkh---sophisticated/1000-20.tsp",18.4159,10,2.9586,2.973,1.0847,1.0896,32635.2437,36000,10.3931,10.4913
"114","eax---lkh---sophisticated/1000-200.tsp",21.6103,9,3.2627,3.2345,1.1826,1.1739,822.626,870.5745,6.7125,6.7692
"115","eax---lkh---sophisticated/1000-201.tsp",23.2048,6,3.8113,3.812,1.338,1.3382,4.1076,2.5945,1.4128,0.9534
"116","eax---lkh---sophisticated/1000-202.tsp",20.0215,3,4.6777,3.515,1.5428,1.257,48.9787,28.3075,3.8914,3.3431
"117","eax---lkh---sophisticated/1000-203.tsp",21.2162,2,3.2897,3.306,1.1908,1.1957,32724.5351,36000,10.3959,10.4913
"118","eax---lkh---sophisticated/1000-204.tsp",22.6709,4,5.6874,3.741,1.7383,1.3194,11920.6543,2188.65,9.386,7.691
"119","eax---lkh---sophisticated/1000-205.tsp",19.5463,6,3.2042,2.8405,1.1645,1.044,3886.6371,304.262,8.2653,5.7179
"120","eax---lkh---sophisticated/1000-206.tsp",18.9208,10,3.301,3.422,1.1942,1.2302,36000,36000,10.4913,10.4913
"121","eax---lkh---sophisticated/1000-207.tsp",21.9436,7,3.2919,3.2995,1.1915,1.1938,36000,36000,10.4913,10.4913
"122","eax---lkh---sophisticated/1000-208.tsp",21.1501,10,3.4552,3.517,1.2399,1.2576,49.1309,34.8385,3.8945,3.5507
"123","eax---lkh---sophisticated/1000-209.tsp",20.4648,10,3.0737,3.0705,1.1229,1.1218,706.1482,757.311,6.5598,6.6298
"124","eax---lkh---sophisticated/1000-21.tsp",20.6503,7,3.6485,3.3685,1.2943,1.2145,367.3313,219.318,5.9063,5.3905
"125","eax---lkh---sophisticated/1000-210.tsp",18.9913,9,2.9647,2.985,1.0868,1.0936,925.5195,986.6065,6.8304,6.8943
"126","eax---lkh---sophisticated/1000-211.tsp",21.6108,6,3.1857,3.2655,1.1587,1.1834,155.2738,156.193,5.0452,5.0511
"127","eax---lkh---sophisticated/1000-212.tsp",23.0446,2,4.7773,3.851,1.5639,1.3483,299.987,259.038,5.7037,5.557
"128","eax---lkh---sophisticated/1000-213.tsp",19.1521,2,2.7868,2.6815,1.0249,0.9864,36000,36000,10.4913,10.4913
"129","eax---lkh---sophisticated/1000-214.tsp",20.043,2,3.273,3.2825,1.1857,1.1886,4133.157,599.672,8.3268,6.3964
"130","eax---lkh---sophisticated/1000-215.tsp",19.345,1,2.9587,2.9605,1.0847,1.0854,340.1661,364.6855,5.8294,5.899
"131","eax---lkh---sophisticated/1000-216.tsp",19.1204,9,2.8645,2.8495,1.0524,1.0471,25444.4541,36000,10.1443,10.4913
"132","eax---lkh---sophisticated/1000-217.tsp",20.426,8,2.8973,3.027,1.0638,1.1076,461.4539,385.094,6.1344,5.9535
"133","eax---lkh---sophisticated/1000-218.tsp",18.9391,8,2.8172,2.883,1.0357,1.0588,493.7312,361.241,6.202,5.8895
"134","eax---lkh---sophisticated/1000-219.tsp",23.1321,3,4.6586,3.688,1.5387,1.3051,1152.5368,757.8555,7.0497,6.6305
"135","eax---lkh---sophisticated/1000-22.tsp",19.0868,4,3.1394,3.229,1.144,1.1722,47.3884,31.1505,3.8584,3.4388
"136","eax---lkh---sophisticated/1000-220.tsp",22.1552,8,3.9158,3.4515,1.365,1.2388,417.1848,269.538,6.0335,5.5967
"137","eax---lkh---sophisticated/1000-221.tsp",19.5205,9,3.9354,3.4,1.37,1.2238,18797.3872,36000,9.8415,10.4913
"138","eax---lkh---sophisticated/1000-222.tsp",21.2638,3,5.9705,3.5615,1.7868,1.2702,69.8817,47.1705,4.2468,3.8538
"139","eax---lkh---sophisticated/1000-223.tsp",20.3094,6,5.485,3.412,1.702,1.2273,817.5636,570.45,6.7063,6.3464
"140","eax---lkh---sophisticated/1000-224.tsp",19.6318,5,8.8,3.079,2.1748,1.1246,147.5971,127.6905,4.9945,4.8496
"141","eax---lkh---sophisticated/1000-225.tsp",16.6552,7,2.7405,2.7245,1.0081,1.0023,36000,36000,10.4913,10.4913
"142","eax---lkh---sophisticated/1000-226.tsp",21.6054,1,6.4136,4.7485,1.8584,1.5578,36.7596,42.442,3.6044,3.7481
"143","eax---lkh---sophisticated/1000-227.tsp",22.4949,9,4.1941,3.5925,1.4337,1.2788,3987.0521,300.181,8.2908,5.7044
"144","eax---lkh---sophisticated/1000-228.tsp",23.156,3,3.5133,3.4795,1.2566,1.2469,91.4008,36.7555,4.5153,3.6043
"145","eax---lkh---sophisticated/1000-229.tsp",19.7211,10,3.1093,3.197,1.1344,1.1622,1279.8456,734.364,7.1545,6.599
"146","eax---lkh---sophisticated/1000-23.tsp",20.9376,1,3.6482,3.643,1.2942,1.2928,4.6596,4.162,1.5389,1.426
"147","eax---lkh---sophisticated/1000-230.tsp",20.8314,7,3.5236,3.5595,1.2595,1.2696,8355.8271,1735.8465,9.0307,7.4593
"148","eax---lkh---sophisticated/1000-231.tsp",20.1152,7,3.0831,3.109,1.1259,1.1343,16.0805,8.7685,2.7776,2.1712
"149","eax---lkh---sophisticated/1000-232.tsp",20.3721,2,4.9743,3.634,1.6043,1.2903,83.9031,91.1975,4.4297,4.513
"150","eax---lkh---sophisticated/1000-233.tsp",22.3806,10,4.7786,3.7725,1.5641,1.3277,183.0134,130.5885,5.2096,4.8721
"151","eax---lkh---sophisticated/1000-234.tsp",21.2445,6,4.0075,3.399,1.3882,1.2235,25789.2953,36000,10.1577,10.4913
"152","eax---lkh---sophisticated/1000-235.tsp",20.498,10,3.4338,3.0785,1.2337,1.1244,10.2619,7.004,2.3284,1.9465
"153","eax---lkh---sophisticated/1000-236.tsp",16.8008,8,5.4721,3.3705,1.6997,1.2151,4.9527,4.2595,1.5999,1.4492
"154","eax---lkh---sophisticated/1000-237.tsp",20.4531,3,3.8045,3.066,1.3362,1.1204,51.5706,25.3755,3.943,3.2338
"155","eax---lkh---sophisticated/1000-238.tsp",18.5666,9,3.0129,2.655,1.1029,0.9764,36000,36000,10.4913,10.4913
"156","eax---lkh---sophisticated/1000-239.tsp",20.5624,8,4.3682,3.168,1.4744,1.1531,3.034,2.5615,1.1099,0.9406
"157","eax---lkh---sophisticated/1000-24.tsp",21.0267,3,3.7865,3.485,1.3314,1.2485,22595.1514,36000,10.0255,10.4913
"158","eax---lkh---sophisticated/1000-240.tsp",22.9371,5,6.0661,3.8395,1.8027,1.3453,118.5462,105.7565,4.7753,4.6611
"159","eax---lkh---sophisticated/1000-241.tsp",18.6,5,3.2135,3.199,1.1674,1.1628,222.9423,116.074,5.4069,4.7542
"160","eax---lkh---sophisticated/1000-242.tsp",22.237,8,4.0657,3.478,1.4026,1.2465,4604.1868,1315.394,8.4347,7.1819
"161","eax---lkh---sophisticated/1000-243.tsp",20.1771,2,3.4665,2.996,1.2431,1.0973,287.4051,236.3665,5.6609,5.4654
"162","eax---lkh---sophisticated/1000-244.tsp",20.429,4,3.1395,3.224,1.1441,1.1706,972.1345,738.055,6.8795,6.604
"163","eax---lkh---sophisticated/1000-245.tsp",22.6044,4,5.5629,3.4715,1.7161,1.2446,29115.5271,36000,10.279,10.4913
"164","eax---lkh---sophisticated/1000-246.tsp",21.2702,9,3.5292,3.505,1.2611,1.2542,215.679,140.223,5.3738,4.9432
"165","eax---lkh---sophisticated/1000-247.tsp",20.7297,5,3.245,3.257,1.1771,1.1808,4354.7974,687.3885,8.379,6.5329
"166","eax---lkh---sophisticated/1000-248.tsp",22.9074,7,7.7431,6.3545,2.0468,1.8492,763.0693,973.6645,6.6373,6.8811
"167","eax---lkh---sophisticated/1000-249.tsp",18.6565,8,2.9932,2.9645,1.0963,1.0867,32718.315,36000,10.3957,10.4913
"168","eax---lkh---sophisticated/1000-25.tsp",21.1915,2,4.4538,3.17,1.4938,1.1537,11894.6415,2026.3465,9.3838,7.614
"169","eax---lkh---sophisticated/1000-250.tsp",19.8056,8,3.2097,3.2595,1.1662,1.1816,94.5732,79.199,4.5494,4.372
"170","eax---lkh---sophisticated/1000-251.tsp",19.5408,8,3.0974,3.109,1.1306,1.1343,18984.8772,36000,9.8514,10.4913
"171","eax---lkh---sophisticated/1000-252.tsp",19.3734,7,3.4141,3.0985,1.2279,1.1309,11655.8677,1815.995,9.3636,7.5044
"172","eax---lkh---sophisticated/1000-253.tsp",18.8213,5,4.3332,3.316,1.4663,1.1988,366.9063,252.956,5.9051,5.5332
"173","eax---lkh---sophisticated/1000-254.tsp",22.8734,10,4.1685,3.559,1.4276,1.2695,1221.2493,1243.135,7.1076,7.1254
"174","eax---lkh---sophisticated/1000-255.tsp",20.0922,3,4.1274,3.5845,1.4176,1.2766,4599.4556,962.358,8.4337,6.8694
"175","eax---lkh---sophisticated/1000-256.tsp",19.0671,3,3.7816,3.2025,1.3301,1.1639,4616.5801,1081.2945,8.4374,6.9859
"176","eax---lkh---sophisticated/1000-257.tsp",21.5954,6,3.5208,3.313,1.2587,1.1979,22.3251,16.6525,3.1057,2.8126
"177","eax---lkh---sophisticated/1000-258.tsp",18.9706,8,2.7142,2.6875,0.9985,0.9886,587.6371,555.5935,6.3761,6.32
"178","eax---lkh---sophisticated/1000-259.tsp",20.5505,7,3.174,3.2055,1.155,1.1649,185.5921,86.6865,5.2236,4.4623
"179","eax---lkh---sophisticated/1000-26.tsp",18.5533,1,3.1251,3.1235,1.1395,1.139,44.7328,28.5855,3.8007,3.3529
"180","eax---lkh---sophisticated/1000-260.tsp",21.73,8,3.7647,3.366,1.3257,1.2137,513.6994,542.628,6.2416,6.2964
"181","eax---lkh---sophisticated/1000-261.tsp",19.5265,4,3.3608,3.3265,1.2122,1.2019,358.6173,286.789,5.8823,5.6587
"182","eax---lkh---sophisticated/1000-262.tsp",19.0243,3,2.9724,3.044,1.0894,1.1132,65.2342,51.282,4.178,3.9373
"183","eax---lkh---sophisticated/1000-263.tsp",21.8418,10,3.7004,3.307,1.3084,1.196,282.417,247.93,5.6434,5.5131
"184","eax---lkh---sophisticated/1000-264.tsp",17.0413,6,2.7009,2.7455,0.9936,1.01,36000,36000,10.4913,10.4913
"185","eax---lkh---sophisticated/1000-265.tsp",19.4843,1,4.6386,3.04,1.5344,1.1119,4.6543,4.544,1.5378,1.5138
"186","eax---lkh---sophisticated/1000-266.tsp",21.44,5,3.6991,3.7595,1.3081,1.3243,460.4298,323.9595,6.1322,5.7806
"187","eax---lkh---sophisticated/1000-267.tsp",21.5076,4,3.2414,3.318,1.176,1.1994,817.2088,605.0515,6.7059,6.4053
"188","eax---lkh---sophisticated/1000-268.tsp",20.5039,1,3.3832,3.395,1.2188,1.2223,205.8092,114.602,5.3269,4.7415
"189","eax---lkh---sophisticated/1000-269.tsp",21.8498,10,3.4569,3.475,1.2404,1.2456,174.7565,138.459,5.1634,4.9306
"190","eax---lkh---sophisticated/1000-27.tsp",20.8963,10,3.5576,3.525,1.2691,1.2599,129.4981,114.5385,4.8637,4.7409
"191","eax---lkh---sophisticated/1000-270.tsp",21.0661,10,3.4053,3.4465,1.2253,1.2374,4482.4578,909.8235,8.4079,6.8133
"192","eax---lkh---sophisticated/1000-271.tsp",17.2292,1,2.7516,2.7395,1.0122,1.0078,1055.9438,744.082,6.9622,6.6122
"193","eax---lkh---sophisticated/1000-272.tsp",19.6984,8,3.0899,3.1185,1.1281,1.1374,24.1756,24.734,3.1853,3.2082
"194","eax---lkh---sophisticated/1000-273.tsp",20.9937,5,4.5066,3.602,1.5055,1.2815,188.8826,134.6035,5.2411,4.9023
"195","eax---lkh---sophisticated/1000-274.tsp",21.8396,2,3.2616,3.216,1.1822,1.1681,12515.2988,3066.4825,9.4347,8.0283
